,title,contents
594,King Power: Leicester City's owners will fight '£323m lawsuit',"Leicester City Football Club's owners have said they ""categorically deny"" a report that they owe £323m to the Thai government. On Monday a court in Bangkok was reported by Reuters news agency to be considering the merits of a lawsuit filed against King Power International.However, the club and King Power say the allegations ""have yet to be accepted"". They said they would ""fight rigorously"" any attempts to ""discredit them"".The lawsuit accuses King Power of failing to pay the Thai government 14 billion baht (£323m) from the operation of a duty-free franchise it was awarded in 2006. The case is also being brought against executives of state-owned Airports of Thailand, Reuters said. A criminal court in Bangkok will now review the evidence next February, the news agency added.But, Aiyawatt Srivaddhanaprabha, King Power chief executive and Leicester City vice-chairman, said the alleged charges ""have yet to be accepted by the court"". ""[The allegations] are categorically denied,"" he said. ""King Power has always followed and been absolutely committed to the highest standards in proper and ethical business practice. ""We are proud of our company's good name and honest reputation and will fight rigorously any attempts to discredit them"". The BBC has also contacted Airports of Thailand for a comment, but it is yet to respond. Retail business King Power was founded by Vichai Srivaddhanaprabha in 1989 The company was awarded its Thai duty-free monopoly in 2006 Srivaddhanaprabha, who is worth an estimated $4.9bn, bought Leicester City in 2010 King Power also own Belgian club OH Leuven and have a controlling stake in the operator of AirAsiaCorrection 16 November 2017: This report has been updated to make clear that the Bangkok court has not accepted the case but is considering whether it should be heard."
595,King Power: Leicester City's owners 'face £323m lawsuit',"The owners of Leicester City Football Club are reportedly facing a £323m lawsuit over money owed to the Thai government.A criminal court in Bangkok is considering whether King Power International has a case to answer, according to Reuters news agency.The case is also being brought against executives of state-owned Airports of Thailand (AOT), Reuters says. The BBC has contacted Leicester City FC, King Power and AOT for comment.Live updates and more from the East Midlands The lawsuit accuses King Power of failing to pay the Thai government 14 billion baht (£323m) from the operation of a duty-free franchise it was awarded in 2006. At a hearing on Monday, the Central Criminal Court in Bangkok said it would consider the allegations to see if the case should proceed and would review the evidence in February.The action against King Power, owned by Vichai Srivaddhanaprabha and his family, was initially filed in July. Analysis: Professor Peter Leyland - School of African and Oriental Studies This case almost certainly goes back to the time that the airport concessions were given out when the main international airport in Bangkok was being built.  Unravelling the complications of the contract and the concessions is likely to turn out to be a long, drawn out affair, as have been other such cases in Thailand. There have been many cases in recent years that concern Thai billionaires and millionaires, none of whom have ended up in prison. Retail business King Power was founded by Vichai Srivaddhanaprabha in 1989 The company was awarded its Thai duty-free monopoly in 2006 Srivaddhanaprabha, who is worth an estimated $4.9bn, bought Leicester City in 2010 King Power also own Belgian club OH Leuven and have a controlling stake in the operator of AirAsia Correction 16 November 2017: This report has been updated to make clear that the Bangkok court has not accepted the case but is considering whether it should be heard."
596,100 Women: Where do women outnumber men in science?," Is Myanmar a paragon of scientific gender equality?Look at the following map, and it can't help but intrigue you. Part of a Unesco report on women in science around the world, countries were coloured in according to what proportion of their researchers were women - the more male-dominated the research community, the darker the shade of blue; the more women, the brighter the pink. Sticking out from the crowd in Asia, Myanmar lit up, the pinkest of them all. According to the tables, 85.5% of researchers in Myanmar were women. Worldwide, the figure is less than 30%.Can the figure really be that high? Probably not - according to the United Nations Educational, Scientific and Cultural Organization itself. Unesco told BBC News the data on which it had based its report had been gathered in 2002 by Myanmar's Ministry of Science and Technology - and some of Myanmar's universities might have included all of their teaching staff, not just those carrying out research. BBC 100 Women 2017BBC 100 Women 2017: Seven trailblazing women in scienceThe women who sew for NASAWhile the figure might not be as high as 85.5%, it still appears that most researchers in Myanmar are women. A 2013 audit of science staff at the University of Yangon found that 31 of the 45 professors and associate professors were female. Dr Thazin Han, head of food research at the Burmese government's Department of Research and Innovation, describes her work on using shrimp shell waste in the production of fertiliser as her ""most rewarding research"".""The result is very meaningful for our farmers,"" she says. Nine out of every 10 of the professors in her specialism are women, Dr Han says.Like most Burmese scientists, she is a government employee. And that means her work isn't very lucrative.""Due to Myanmar's economy, men need to find money for supporting their family,"" Dr Han says. ""My salary, at executive level, is about $300 [£230] a month."" That's not enough to support a family, she says, so men choose other professions. Other challenges facing Myanmar's government scientists include a lack of resources, and the risk of being transferred to a university without a research department. Dr Han herself was moved to a rural university without a research department - and was there for six years. Last May, she was moved to a post where she could carry out research once more. ""I have a happy life again,"" she says. Let's look at two other countries where most researchers are women. In Thailand, it's 53.3%, while in Tunisia, it's 53.9%. Unesco says that both of those figures are ""realistic"".Prize-winning organic chemist Prof Patchanita Thamyongkit, vice-dean of Chulalongkorn University in Bangkok, was mistaken for her own secretary at a conference in 2008 - the organiser had assumed the professor would be a man. She says the Thai royal family has ""led the way"" in encouraging the country's women to go to university. Princess Chulabhorn studied chemistry, graduating in 1979 and going on to promote science in the country.She became the first Asian scientist to be invited to join the UK's Royal Society of Chemistry as an honorary fellow.""In other countries, they say, 'Oh, you have the Chemist princess,'"" Prof Patchanita Thamyongkit says.An academic research job can be attractive to women for other reasons, though. Thailand grants just three months of statutory maternity leave. And a career in academia ""is not bad for being a mum"".""There's a school at the university where children can attend from Kindergarten to the 12th Grade - as soon as a faculty member gets pregnant, they can register their child,"" Prof Patchanita Thamyongkit says.In Tunisia, there are other challenges facing women in science. Prof Oum Kalthoum Ben Hassine is a marine biologist who studies the biodiversity of the Mediterranean. She was born in southern Tunisia - and says conservative attitudes nearly cost her a scientific career. ""At the age of 12, my family wanted to remove me from school to get married,"" she says, describing her route into science as an ""obstacle course"". She says she was the first girl from her city to go to high school, where a science teacher inspired her to pursue the discipline. Prof Ben Hassine told BBC News senior positions, such as laboratory director or professorships, were still dominated by men. In her opinion, ""Tunisian academia remains strongly macho"". And certain fields are more male-dominated than others. In Tunisia, women make up 76% of PhD graduates in life sciences but just 41% in engineering, according to the team led by Professor Sihem Jaziri at the EU's Shemera project.The country also struggles with unemployment - and this isn't evenly split across the genders. According to data from the Tunisian National Institute for Statistics, 19% of male graduates are unemployed - but 41% of female graduates are without a job. According to the Shemera team in Tunisia, even those with PhDs can struggle to find work - and it's harder for women. Read more from Reality CheckFollow us on Twitter"
597,Thailand enshrines ashes of King Bhumibol Adulyadej,"The final stage of the funeral ceremony for Thailand's late King Bhumibol Adulyadej has taken place in Bangkok.The king's ashes were enshrined in two royal temples and Thailand's Grand Palace, where he had lain in state since he died aged 88 last October.On Thursday, hundreds of thousands of people lined the streets to pay their last respects to King Bhumibol, who reigned for more than 70 years.A year-long mourning period ended at midnight (17:00 GMT) on Sunday.It means mourners will now be able to replace their black clothes with more subdued colours, such as brown and blue. Black and white decorations on government offices and homes can also be removed.The elaborate five-day funeral officially started on Wednesday with a merit-making ceremony, a Buddhist rite, in the Grand Palace in Bangkok.On Thursday, the late king was cremated on a royal pyre lit by his son, King Maha Vajiralongkorn, after a procession marked by drums, flute music and an artillery salute.In the final ceremonies, King Vajiralongkorn selected some of his father's ashes to be enshrined in the Grand Palace.Analysis by Jonathan Head, BBC News, BangkokIn his 70 years on the throne King Bhumibol came to be viewed as a divine figure, a reserved, thoughtful man whose quiet leadership was credited with helping Thailand avoid the conflicts that afflicted neighbouring countries. In the last decade of his reign, Thailand became bitterly polarised between two rival political camps, one aligning itself closely with the palace.  A military coup three years ago froze the political conflict and the generals gave themselves the task of supervising a historic and delicate royal transition. This funeral brings that transition to an end, and there is a good deal of anxiety about what will happen when political activity is permitted again, under an untested and very different monarch in King Vajiralongkorn.The late king was seen as a stabilising figure in a country hit by cycles of political turmoil and multiple coups.Profile of King Bhumibol AdulyadejPreparations for this week's events took almost a year and included setting up the large cremation complex near the palace.The funeral site features sculptures of mythical creatures and auspicious animals such as lions and elephants."
598,Ashes of Thai King Bhumibol Adulyadej enshrined,The final stage of the funeral ceremony for Thailand's King Bhumibol Adulyadej has taken place in Bangkok.His ashes were enshrined in two royal temples and Thailand's Grand Palace.Thailand enshrines ashes of King Bhumibol
599,Thailand begins royal cremation for late King Bhumibol Adulyadej,"The funeral cremation ceremony for Thailand's late King Bhumibol Adulyadej has taken place in Bangkok, with hundreds of thousands of people lining the streets to pay their last respects. A symbolic funeral urn was taken by chariot to the cremation site, in a procession marked by drums, flute music and an artillery salute.Many buildings are draped in yellow marigolds, while crowds of mourners are dressed in black as a mark of respect.The king died in October 2016 aged 88.The five-day funeral officially started on Wednesday with a merit-making ceremony, a Buddhist rite, in the Grand Palace. On Thursday, a series of Buddhist rites began in the royal palace ahead of the procession.The late king was cremated later in a royal pyre lit by his son, King Maha Vajiralongkorn.Images from the elaborate ceremonyThe chariot carrying the urn in the second part of the funeral procession has been used since the late 18th Century. Weighing just under 14 tonnes, it was pulled by more than 200 soldiers.The urn was then carried for several rounds around the cremation site, for the last leg of the procession.The elaborate ceremony is estimated to have drawn as many as 250,000 people from across Thailand. Many of the mourners arrived at the capital days ago, and waited in the streets overnight for the procession, clutching portraits of the late king.Analysis by Jonathan Head, BBC News, BangkokIt feels as though there are two commemorations happening here in Bangkok's old royal quarter. In the inner sanctum, the royal palace and the glittering complex of pavilions built specially for the cremation, the intricately-choreographed procession carrying the royal urn to the cremation site has been conducted by colourfully-uniformed soldiers marching with painstaking formality, presided over by King Bhumibol's son and a host of other family members, palace functionaries and government officials.Outside, thousands of ordinary Thais, dressed in black and wilting in the fierce tropical sun, are saying goodbye to a much-loved monarch in their own way. Many have been unable to get anywhere near the cremation site. So they have camped down by the roads, sharing food, jokes and memories of King Bhumibol. The atmosphere will become more emotional as the moment of cremation draws near, but mostly the mood has been relaxed, informal and quietly respectful.This is a very big national moment for Thais, and they know it. King Bhumibol overshadowed the modern development of their country, and shaped the revered and very powerful monarchy of today. Without him no-one is sure how the country will fare. The late king himself embodied these two sides we are seeing at this cremation. A modern, witty and informal man in person, he nonetheless oversaw the return of a godlike, ritualistic monarchy which has become the anchor for the stable, but ultra-conservative social order which prevails now. Thursday has been declared a public holiday, with many businesses shut all day or closing at midday. Members of royal families and dignitaries from more than 40 countries are attending the ceremonies.King Vajiralongkorn will light the funeral pyre at 22:00 local time (15:00 GMT) and his father's ashes will be collected and transported back to the palace on Friday. Two more days of ceremonies will follow.The late king was seen as a stabilising figure in a country hit by cycles of political turmoil and multiple coups.Since his death on 13 October 2016, Thailand has observed a year of official mourning, with many people wearing black.Profile: King Bhumibol AdulyadejPreparations for this week's events took almost a year and have included setting up the large cremation complex near the palace.The funeral site features sculptures of mythical creatures and auspicious animals such as lions and elephants.According to Buddhist tradition, the funeral rituals are modelled after the universe and the cremation pyre represents a sacred mountain. The funeral ceremonies come with strict guidelines for those attending. Thailand's lese-majeste law, which forbids any insult to the monarchy, is among the harshest in the world.Roads across Bangkok's historic centre are shut for the day and while tourists are not expected to wear black like most Thais, they have been asked to dress and behave respectfully."
600,Thailand's funeral procession for King Bhumibol Adulyadej,
601,Cremation ceremony for late Thai king begins,"The main part of a five-day funeral for Thailand's late King Bhumibol Adulyadej is under way in Bangkok.About 250,000 mourners have lined the streets of the capital."
602,Thai king funeral: Relative on country's 'genuine love',"Big crowds are gathering for a five-day funeral ceremony for Thailand's revered King Bhumibol Adulyadej, who died last October aged 88.The BBC's Jonathan Head speaks to Narisa Chakrabongse, the great-granddaughter of King Chulalongkorn, who was King Bhumibol's grandfather."
603,Thai king funeral: Thousands gather in Bangkok streets,"Big crowds are gathering for a five-day funeral ceremony for Thailand's revered King Bhumibol Adulyadej, who died last October aged 88.The monarch will be cremated in Bangkok on Thursday.Rupert Wingfield-Hayes meets people waiting out in the streets ahead of the ceremony."
604,Thailand begins funeral for late King Bhumibol Adulyadej,"Big crowds are gathering for a five-day funeral ceremony for Thailand's revered King Bhumibol Adulyadej, who died last October aged 88.The monarch will be cremated in Bangkok on Thursday, in a royal pyre representing heaven.Preparations - including the building of a vast cremation complex near the Grand Palace - took almost a year. The king was seen as a stabilising figure in a country hit by cycles of political turmoil and multiple coups.The elaborate Buddhist funeral ceremony is expected to draw as many as 250,000 people from across Thailand.Many arrived early, camping in makeshift tents to hide from a tropical downpour.""I travelled here two days ago so that I could be the first to get a good spot,"" a 72-year-old woman from northern Thailand told Reuters on Tuesday.On Wednesday, a merit-making ceremony inside the Grand Palace marked the start of the funeral.The cremation will be held on Thursday. King Maha Vajiralongkorn, the late monarch's son, will light the pyre.Bhumibol Adulyadej's ashes will then be collected and transported back to the palace on Friday. Two more days of ceremonies will follow.Members of royal families and dignitaries from more than 40 countries will attend the cremation, while huge crowds are expected to line the nearby streets.The funeral ceremonies come with strict guidelines for those attending.Thailand's lese-majeste law, which forbids the insult of the monarchy, is among the harshest in the world."
605,100 Women: The Muay Thai fighters excluded from the ring for being female,"Traditionally, female Thai boxers must enter the ring by crawling under the lowest rope, whilst men stride over the top rope.Thai boxing, also known as Muay Thai, is Thailand's national sport and it's not for the faint of heart. It involves eight points of body contact and has practices linked to superstition and belief in magic.Beliefs dictate that the head is the highest and most sacred part of the body. Magic blesses the auspicious headband or mongkol that fighters are given. In contrast, menstruation is seen as detrimental to that protective magic, so women - even when they aren't on their period - can't pass over that top rope because they might negate the blessings. However, not all women follow this rule.This belief is taken a step further in two of Thailand's most famous and prestigious boxing stadiums, Rajadamnern and Lumpinee, where there are no female fights.Despite these obstacles, 21-year-old Ratchadaphon Winhantamma, a mother and a professional Muay Thai boxer, says she will, ""continue to fight until her body says no"".Ratchadaphon is known professionally as ""Sawsing Sor Sopit"" in Thailand and won gold at  Turkmenistan's fifth Asian Indoor and Martial Arts Games.She says she is determined to push herself further and inspire the next generation of female fighters in Thailand.""Getting married and having a child didn't stop my desire to be a female Muay Thai fighter,"" she says.Early last year Sawsing made the sacrifice of leaving her family for three months to train.""It was very hard time for a mother like me to leave my five-month-old son and practice for competitions when my body had not fully recovered from the delivery,"" she says.She admits she had been under a lot of pressure from her trainer, who questioned why she decided to return to the ring when she had a child and husband to look after.""My thinking is different,"" Sawsing says.""As a mother, I hope to raise my child to the best of my ability. As a female fighter, I hope to raise the bar for other woman, something people don't believe I'm supposed to do.""Sawsing's story is unique. The reality for many female fighters in Thailand is a career in the ring cut short, from family commitments or a lack of sponsorship.Not being able to compete for the top titles at Lumpinee and Rajadamnern is a big drawback. Consequently, female athletes still face difficulties being accepted by commercial sponsors to support their fighting.""Like other sports, male athletes get better paid than women and there are more opportunities. Boxing is no exception,"" says Pariyakorn Ratanasuban, a Thai promoter for female boxers at Onesongchai Boxing Promotion.Pariyakorn is the daughter of the country's leading Muay Thai promoter, Songchai Ratanasuban, and has 30 years of experience in boxing promotion.""Sponsors still play a key role in the boxing industry and opportunities for individual boxers is dependent on sponsors, including how much they earn,"" she says.Most sponsors still believe that boxing is a man's sport, she says, and focus their investment accordingly.Some promoters just don't want to see women fight.Sawsing agrees and says a successful female Muay Thai boxer could make 40,000 baht (£900) for each fight, but a male boxer's earnings start at 70,000 baht (£1,600).She says she's never challenged the traditions that surround women entering the ring.""There is no other way, so we have to follow this rule to pay respect to the teachers and past Muay Thai masters as a part of our culture and tradition. ""These rules have been designed for male fighters, so it is impossible to have us compete in those rings even though it is the ultimate goal for all Muay Thai boxers in the country.""Despite facing these limitations, Pariyakorn believes the sport industry, both in Thailand and internationally, is accepting the increasing role of female Muay Thai boxers and martial arts fighters.This year marked the first time a transgender fighter entered the ring to fight in Bangkok's Lumpinee Boxing Stadium.Pariyakon's company continues to promote female Muay Thai boxing at national and international level, which in turn gives women the opportunity to create a boxing career and inspire the next generation. ""The most important thing is changing the perception of sponsors towards female Muay Thai fighters,"" she says.""In spite of dealing with the challenges in the industry, all female boxers should have the opportunity to become champions.""They should keep training hard, working hard and reach their goals.""Once they become heroes and role models, they will be in demand by sponsors or promoters. New opportunities will come.""Reporting by Lara Owen BBC Women's Affairs Journalist East Asia, Watchiranont Thongtep BBC Thai.Photographs courtesy of  Wasawat Lukharang, from BBC Thai. Video Journalist: Jiraporn Kuhakan from BBC Thai. BBC 100 Women names 100 influential and inspirational women around the world every year. In 2017, we're challenging them to tackle four of the biggest problems facing women today - the glass ceiling, female illiteracy, harassment in public spaces and sexism in sport.With your help, they'll be coming up with real-life solutions and we want you to get involved with your ideas. Find us on Facebook, Instagram and Twitter and use #100Women"
606,Thai king funeral: The royal pyre built over a year,"Thailand's revered King Bhumibol Adulyadej will be cremated on 26 October in a royal pyre that represents heaven.The BBC's Daniel Bull and Thanyarat Doksone filmed the elaborate preparations over almost a year, and spoke to craftsmen about what the work meant to them."
607,How Thai King's funeral looked in 1926,"Rare footage of the 1926 funeral of Thailand's King Rama VI shows traditions likely to be seen in 2017 at the cremation ceremony of King Bhumibol Adulyadej, who died last year."
608,Thailand bans smoking on popular tourist beaches,"Thailand is introducing a smoking ban on beaches across the country with those caught violating the law facing up to a year in prison.The measure will apply to up to 20 beaches in areas including the popular tourist destination of Phuket. It comes after the country's Department of Marine and Coastal Resources (DMCR) said it had retrieved tens of thousands of cigarette butts left in the sand.The DMCR said the discarded waste made up a third of all rubbish collected.The head of the department, Jatuporn Buruspat, said that up to 138,000 cigarette butts had been collected by the environmental group over a 2.5km (1.5 miles) stretch of Patong beach in Phuket.Mr Buruspat added that the while smoking will be prohibited on the beaches affected by the measure, there will be ""designated areas"" further inland where smokers will be able drop their litter ""in provided containers"".The penalty for violating the ban is up to a year in prison or a possible fine of up to 100,000 baht ($3,000; £2,280). Thailand's Phuket relaxes sun lounger banThe ban, which will come into effect next month, will apply to beaches in the provinces of Phuket, Prachuap Khiri Khan, Chon Buri and Songkhla, and includes the popular resorts of Koh Samui and Pattaya, the Bangkok Post reports.Thailand is initially implementing the ban on 20 beaches but said that if successful the measure could be uniformly adopted. Mr Buruspat said that officials were also considering measures aimed at tackling the related issue of cigarette butts being dropped by tourists from boats. "
609,Thailand announces 2018 general election,"Thailand's military government has announced the country will hold a general election in November 2018. The military has repeatedly delayed a vote since seizing power in 2014, citing concerns such as changes to the constitution and security issues. Military-appointed Prime Minister Prayut Chan-ocha told reporters the exact date will be set next June. The announcement comes as the country prepares for the funeral of its late king Bhumibol Adulyadej this month.The government's announcement follows confusion last week when US President Donald Trump, after talks with Gen Prayut, welcomed Thailand's commitment to a return to democratic rule in 2018. The Thai military has seized power 12 times since 1932, but earlier this year pledged not to stage another coup after the next election.In April the country voted in a referendum on a new constitution and a changed electoral system, which observers say is likely to lead to a more splintered parliament. Thai constitution cuts political party powerWhy Thais said yes to new constitution The changes are expected to weaken the country's biggest party, Puea Thai, which has won every election since 2001. Run by business mogul Thaksin Shinawatra until he was ousted in a coup, and then his sister Yingluck until she too was toppled by the military in 2014, the party has proved persistently popular especially with the poorer rural population. Last month, Ms Yingluck was sentenced in absentia to five years in prison for criminal negligence. The country's political landscape has long suffered from the divide between Puea Thai and the military and urban elites. The passing in 2016 of king Bhumibol Adulyadej and subsequent succession of his son Vajiralongkorn has added to the concern over the country's political stability.By Jonathan Head, BBC South East Asia CorrespondentBy November 2018, the symbolically important cremation of King Bhumibol will have taken place, and it is likely that the new king, Maha Vajiralongkorn, will have had his coronation ceremony. Even after the long-awaited election, though, Thailand is likely to have what can best be described as a guided, semi-democracy. A new constitution will continue to give the military significant political power, through its selection of the 250 senators and the creation of a National Strategy Board which will ensure future administrations adhere to the military's 20-year master plan for Thailand. The new electoral system will see the country likely governed by coalitions, in which unelected institutions like the military will be able to exercise influence."
610,Lese-majeste explained: How Thailand forbids insult of its royalty,"Thailand's lese-majeste law, which forbids the insult of the monarchy, is among the strictest in the world. It has been increasingly enforced ever since the Thai military took power in 2014 in a coup, and many people have been punished with harsh jail sentences.Critics say the military-backed government uses the law to clamp down on free speech, and the United Nations has repeatedly called on Thailand to amend it.But the government says the law is necessary to protect the monarchy, which is widely revered in Thailand.Defaming a dog - ways to get arrested for lese-majesteThe case of the single mother jailed for 56 years for lese-majesteArticle 112 of Thailand's criminal code says anyone who ""defames, insults or threatens the king, the queen, the heir-apparent or the regent"" will be punished with a jail term between three and 15 years.This law has remained virtually unchanged since the creation of the country's first criminal code in 1908, although the penalty was toughened in 1976. The ruling has also been enshrined in all of Thailand's recent constitutions, which state: ""The King shall be enthroned in a position of revered worship and shall not be violated. No person shall expose the King to any sort of accusation or action.""However, there is no definition of what constitutes an insult to the monarchy, and critics say this gives the authorities leeway to interpret the law in a very broad way.Lese-majeste complaints can be filed by anyone, against anyone, and they must always be formally investigated by the police.Those arrested can be denied bail and some are held for long periods in pre-trial detention, the UN has said.Correspondents say trials are routinely held in closed session, often in military courts where defendants' rights are limited.The jail penalty also applies to each charge of lese-majeste, which means that those charged with multiple offences can face extremely long jail terms.In June 2017, a man was sentenced to 70 years in jail in the heaviest sentence ever handed down, though it was later halved when he confessed. The monarch plays a central in Thai society. King Bhumibol Adulyadej, who died in October 2016 after seven decades on the throne, was widely revered and sometimes treated as a god-like figure.He has been succeeded by his son, Maha Vajiralongkorn, who does not enjoy the same level of popularity but is still accorded a sacrosanct status in Thailand.The military, which overthrew the civilian government in May 2014, is staunchly royalist.Prime Minister Prayuth Chan-ocha has stressed that the lese-majeste law is needed to protect the royals.One of the justifications for a previous military coup in 2006 was that the prime minister then, Thaksin Shinawatra, was undermining the institution of the monarchy - an allegation he vehemently denies. Though the law has been around for a long while, the number of prosecutions has risen and penalties have grown more severe since the military took power.The UN's High Commissioner for Human Rights says the number of people investigated for lese-majeste has risen to more than double the number investigated in the previous 12 years. Only 4% of those charged in 2016 were acquitted.There has been a wide range of offenders, from a grandfather who sent text messages deemed insulting to the queen, to a Swiss national who drunkenly spray-painted posters of the late king.People have also been arrested for lese-majeste over online activity, such as posting images on Facebook of the late King Bhumibol's favourite dog, and clicking the ""like"" button on Facebook on posts deemed offensive.The social network in fact faced a ban in Thailand in May 2017 for failing to block illegal content including alleged lese-majeste posts, although authorities later backed off.Human rights groups say the government wields the law as a political tool to stifle critical speech, particularly online. The legislation, says Amnesty International, has been used to ""silence peaceful dissent and jail prisoners of conscience"".In February 2017, the UN's special rapporteur on the promotion of opinion and expression, David Kaye, said ""the fact that some forms of expression are considered to be insulting to a public figure is not sufficient to justify restrictions or penalties"".He called for a repeal of the law, saying that ""lese-majeste provisions have no place in a democratic country""."
611,Trump-Thailand talks: What to expect?,"You know those awkward dinner parties when the two people you didn't invite are all anyone can talk about?Well, imagine for a moment the conversation between Thailand's Prime Minister, Prayuth Chan-ocha, and the US President Donald Trump. It is likely to be dominated by two countries that have preoccupied President Trump's brain space (and his social media feed) of late: North Korea and China.  But there are other things on the agenda - trade and defence ties for instance are likely to be discussed as well. Here's what I think President Trump will be focused on talking to the Thai leader about:When Prime Minister Prayuth meets President Trump he will get to see first hand what the ""America First"" trade policy really means. President Trump has pulled out of the Trans Pacific Partnership trade deal - a deal that Thailand was very close to signing.  This White House administration has been very clear about its feelings with regards to the trade deficit between Thailand and the US - it wants the gap narrowed. The US had a $19bn trade deficit in 2016 with Thailand, but the Thai Commerce Ministry has been keen to point out that is only 1.5% of the US's overall trade deficit, and is based on structural issues and not due to unfair trade policies. Bangkok will be keen to show that it's playing by President Trump's new rules on global trade and not be named a currency manipulator.  But analysts have told me that it's likely the president's rhetoric on trade may  well be a way for him to pressure General Prayuth to take a harder line on North Korea. US officials, like Secretary of State Rex Tillerson, have already pressured Thailand to cut funding to North Korea. Bangkok is home to a North Korean embassy, which many experts believe is a way for Pyongyang to earn foreign revenue. Thailand was also one of the main suppliers of goods to North Korea in 2015. Bilateral trade has dropped substantially since then - by almost 90%, according to Thai officials. But, reportedly, many North Korean businesses still operate out of the country - although not in any significant fashion and certainly not in any way that would flout sanctions. It doesn't do Bangkok any favours to keep trading with North Korea in light of President Trump's aggressive stance on the issue, so it's likely that General Prayuth will be happy to provide the US with the diplomatic support President Trump is looking for - whether he can deliver on clamping down on illicit businesses will be another matter however. What the General won't be able to provide is any assurances to the US that Bangkok won't move closer to Beijing. While the US counts Thailand as its oldest treaty ally in South-East Asia, relations turned colder under the previous Obama administration. The Thai military's coup in 2014 was frowned upon by Washington and as a result, as author Benjamin Zawacki points out in this piece: ""The US suspended military assistance, cancelled a series of visits and downgraded its level of engagement."" The US is also lagging behind China in terms of investments in Thailand. Beijing is courting Bangkok with the One Belt One Road initiative, and they are working on a $5bn rail link connecting China to a number of South East Asian countries - including Thailand. Against this backdrop it's hard to see how President Trump will follow his predecessor's lead in trying to get General Prayuth to account for a realistic timetable for free and fair elections in Thailand, and to restore democracy in the country. Realpolitik wins again. "
612,Yingluck trial: Thai ex-PM sentenced to five years in jail,"Former Thai Prime Minister Yingluck Shinawatra has been found guilty of criminal negligence and sentenced in absentia to five years in prison. The Supreme Court convicted her of mishandling a rice subsidy scheme which allegedly cost Thailand at least $8bn.Ousted in 2014, weeks before a military coup, and later impeached, Ms Yingluck denies all charges and fled before the verdict, reportedly to Dubai.Public opinion is divided. She remains popular with rural and poor voters. The Supreme Court judges said Ms Yingluck had been aware of the falsified rice deals but did nothing to stop it.""The accused knew that the government-to-government rice contract was unlawful but did not prevent it,"" the court said in a statement.""Which is a manner of seeking unlawful gains. Therefore, the action of the accused is considered negligence of duty,"" it said. During her trial, Ms Yingluck had argued she was not responsible for the day-to-day running of the scheme and insisted she was a victim of political persecution.The BBC's Jonathan Head in Bangkok says ""the verdict sets an awkward precedent, criminalising a prime minister for a policy, which was a central part of her election manifesto"". ""There has been no suggestion that she was herself involved in any corruption,"" he explains. Profile: Yingluck ShinawatraWhat now for Thailand's political future?Part of Ms Yingluck's election campaign, it was launched after she took office in 2011.To alleviate rural poverty, the government paid rural farmers nearly twice the market rate. The scheme hit Thailand's rice exports, leading to an estimated loss the military government says was at least $8bn.Though popular with her rural voter base, the scheme was too expensive and open to corruption, her opponents said.Ms Yingluck is thought to be in Dubai where her brother, former Prime Minister Thaksin Shinawatra, lives in self-imposed exile avoiding a 2008 sentence for corruption.Ms Yingluck entered politics only after his sentence and was seen by critics as a proxy for her ousted brother.Both siblings remain popular among Thailand's rural poor, but are opposed by an urban and middle-class elite.She is unlikely to serve any of her sentence because she is out of the country. The trial ran over two years, with a ruling initially scheduled for late August. When Ms Yingluck surprisingly failed to show up in court, the verdict was postponed and an arrest warrant was issued for her.May 2011- Yingluck Shinawatra is elected PM, and shortly afterwards begins rolling out her rice subsidy schemeJanuary 2014 - Thailand's anti-corruption authorities investigate Ms Yingluck in connection to the schemeMay 2014 - She is forced to step down from her post after Thailand's constitutional court finds her guilty of abuse of power in another case. Weeks later the military ousts what remains of her governmentJanuary 2015 - An army-backed legislature impeaches Ms Yingluck for corruption over her role in the rice scheme, which effectively bans her from politics for five years. It also launches legal proceedings against herAugust 2017 - Ms Yingluck fails to appear at court for the verdict, claiming ill health. It is later  thought she left for Dubai"
